T1,T2,T3
"Men's Products",Clothing,"T-Shirts: Half Sleeved"
"Men's Products",Clothing,"T-Shirts: Long Sleeved"
"Men's Products",Clothing,"T-Shirts: V-Neck"
"Men's Products",Clothing,"T-Shirts: Sleeveless"
"Men's Products",Clothing,"T-Shirts: Polo"
"Men's Products",Clothing,"Shirts: Full Sleeve"
"Men's Products",Clothing,"Shirts: Half Sleeve"
"Men's Products",Clothing,"Pants: Jeans"
"Men's Products",Clothing,"Pants: Shorts"
"Men's Products",Clothing,"Pants: Three Quarter"
"Men's Products",Clothing,"Pants: Sports Tracks"
"Men's Products",Clothing,"Pants: Gaberdine"
"Men's Products",Clothing,"Pants: Khakis"
"Men's Products",Clothing,"Fatua: Half-Sleeved"
"Men's Products",Clothing,"Fatua: Full-Sleeved"
"Men's Products",Clothing,"Panjabi & Pajama: Sherwani"
"Men's Products",Clothing,"Panjabi & Pajama: Kurta"
"Men's Products",Clothing,"Panjabi & Pajama: Phulkari"
"Men's Products",Clothing,"Panjabi & Pajama: Punjabi"
"Men's Products",Clothing,"Panjabi & Pajama: Pajama"
"Men's Products",Clothing,"Formal Wear: Blazers"
"Men's Products",Clothing,"Formal Wear: Ties"
"Men's Products",Clothing,"Formal Wear: Vests"
"Men's Products",Clothing,"Formal Wear: Cufflinks"
"Men's Products",Clothing,"Formal Wear: Coat Pins"
"Men's Products",Clothing,"Formal Wear: Suits"
"Men's Products",Clothing,"Sportswear: Jerseys"
"Men's Products",Clothing,"Sportswear: Athletic Trousers"
"Men's Products",Clothing,"Sportswear: Innerwear"
"Men's Products",Clothing,"Sportswear: Athletic Shorts"
"Men's Products",Clothing,"Winterwear: Cardigans"
"Men's Products",Clothing,"Winterwear: Turtle Necks"
"Men's Products",Clothing,"Winterwear: Overcoats"
"Men's Products",Clothing,"Winterwear: Trench Coats"
"Men's Products",Clothing,"Winterwear: Jackets"
"Men's Products",Clothing,"Winterwear: Sweaters"
"Men's Products",Clothing,"Wedding Collection"
"Men's Products",Clothing,"Underwears: Boxers"
"Men's Products",Clothing,"Underwears: Briefs"
"Men's Products",Clothing,"Underwears: Boxer Briefs"
"Men's Products",Clothing,"Saree: Cotton"
"Men's Products",Clothing,"Shirt: Casual"
"Men's Products",Clothing,"Shirts: Formal"
"Men's Products",Clothing,"Fatua: Casual"
"Men's Products",Clothing,"Shirts: Casual"
"Men's Products",Clothing,"T-Shirts: Round Neck"
"Men's Products",Clothing,"Wallets: Classic Bifold"
"Men's Products",Clothing,"Hijabs: Casual"
"Men's Products",Clothing,"Pants: Casual"
"Men's Products",Clothing,"Pant: Casual"
"Men's Products",Clothing,"Salwar Kameez: Stitched Kameez"
"Men's Products",Clothing,"Salwar Kameez: Semistitched"
"Men's Products",Clothing,"Pants: Twill Pants"
"Men's Products",Clothing,"Pants: Cargo Pants"
"Men's Products",Clothing,"Shorts: Two Quarters"
"Men's Products",Clothing,Sweatshirts
"Men's Products",Clothing,Posters
"Men's Products",Clothing,"Triangle Flag"
"Men's Products",Clothing,Axio
"Men's Products",Clothing,Naruto
"Men's Products",Clothing,"One Piece"
"Men's Products",Clothing,"Fullmetal Alchemist"
"Men's Products",Clothing,"Dragon Ball"
"Men's Products",Clothing,"Anime Writings"
"Men's Products",Clothing,Others
"Men's Products",Clothing,"Other Animes"
"Men's Products",Clothing,"T-Shirts: Round-Neck"
"Men's Products",Clothing,"Pants: Gabardine"
"Men's Products",Clothing,Panjabi
"Men's Products",Clothing,"Pants: Formal"
"Men's Products",Clothing,Jersey
"Men's Products",Clothing,Pants
"Men's Products",Clothing,Shirts
"Men's Products",Clothing,"T-Shirts: Full Sleeved"
"Men's Products",Clothing,"Bomber Jackets"
"Men's Products",Clothing,SGHDFJHS
"Men's Products",Clothing,Hoodies
"Men's Products",Accessories,"Eyewear: Spectacles"
"Men's Products",Accessories,"Eyewear: Optical Lenses"
"Men's Products",Accessories,"Eyewear: Sunglasses"
"Men's Products",Accessories,"Bags & Backpacks: Backpacks"
"Men's Products",Accessories,"Bags & Backpacks: Rucksacks"
"Men's Products",Accessories,"Bags & Backpacks: Office Bags"
"Men's Products",Accessories,"Bags & Backpacks: Laptop Bags"
"Men's Products",Accessories,"Bags & Backpacks: Schoolbags"
"Men's Products",Accessories,"Bags & Backpacks: Briefcases"
"Men's Products",Accessories,"Wallets & Card Holders"
"Men's Products",Accessories,Belts
"Men's Products",Accessories,"Rings & Stones"
"Men's Products",Accessories,Lockets
"Men's Products",Accessories,"Hair Bands"
"Men's Products",Accessories,"Ear Rings"
"Men's Products",Accessories,Bracelets
"Men's Products",Accessories,Wristbands
"Men's Products",Accessories,"Beanies & Monkey Caps"
"Men's Products",Accessories,"Caps & Hats"
"Men's Products",Accessories,Cufflinks
"Men's Products",Accessories,"Coat Pins"
"Men's Products",Accessories,"Pocket Squares"
"Men's Products",Accessories,Bowties
"Men's Products",Accessories,"Formal Wear: Cufflinks"
"Men's Products",Accessories,"Formal Wear: Coat Pins"
"Men's Products",Accessories,"Wallets: Classic Bifold"
"Men's Products",Accessories,"Key Rings"
"Men's Products",Accessories,Posters
"Men's Products",Accessories,"National Falg"
"Men's Products",Accessories,"National Flag"
"Men's Products",Accessories,"Bags & Backpacks:Side Bag"
"Men's Products",Accessories,"Bags & Backpacks: Side Bag"
"Men's Products",Accessories,
"Men's Products",Grooming,"Toileteries: Facewash"
"Men's Products",Grooming,"Toileteries: Body Wash"
"Men's Products",Grooming,"Toileteries: Shaving Foam"
"Men's Products",Grooming,"Toileteries: Shaving Kit"
"Men's Products",Grooming,"Toileteries: Nail Kit"
"Men's Products",Grooming,"Toileteries: Oral Kit"
"Men's Products",Grooming,"Toileteries: Shampoo & Conditioner"
"Men's Products",Grooming,"Toileteries: Trimmer"
"Men's Products",Grooming,"Skin Care: Moisturizer"
"Men's Products",Grooming,"Skin Care: Sunblock"
"Men's Products",Footwear,"Formal Shoes: Tassle Loafers"
"Men's Products",Footwear,"Formal Shoes: Boots"
"Men's Products",Footwear,"Formal Shoes: Lace Up Shoes"
"Men's Products",Footwear,"Formal Shoes: Boat Shoes"
"Men's Products",Footwear,"Formal Shoes: Loafers"
"Men's Products",Footwear,"Casuals Shoes: Plimsoles"
"Men's Products",Footwear,"Casuals Shoes: Sneakers"
"Men's Products",Footwear,"Casuals Shoes: Slip Ons"
"Men's Products",Footwear,"Sandals: Sandal Shoe"
"Men's Products",Footwear,"Sandals: Flip Flops"
"Men's Products",Footwear,"Sandals: Slippers"
"Men's Products",Footwear,"Socks: Sports Socks"
"Men's Products",Footwear,"Socks: Ankle Socks"
"Men's Products",Footwear,"Socks: Loafer Socks"
"Men's Products",Footwear,"Socks: Formal Socks"
"Men's Products",Footwear,"Shoe Accesories: Shoe Tongue"
"Men's Products",Footwear,"Shoe Accesories: Shoe Duster"
"Men's Products",Footwear,"Shoe Accesories: Shoe Polish"
"Men's Products",Footwear,Slipper
"Men's Products",Footwear,Shoes
"Men's Products",Footwear,Loafers
"Men's Products",Footwear,Slippers
"Men's Products",Footwear,Mules
"Men's Products",Footwear,Loafer
"Men's Products",Footwear,Converses
"Men's Products",Footwear,Sneakers
"Men's Products",Footwear,Boots
"Men's Products",Perfumes,Perfumes
"Men's Products",Perfumes,"Deodrant: Roll On"
"Men's Products",Perfumes,"Deodrant: Body Spray"
"Men's Products",Watches,Replicas
"Men's Products",Watches,Brands
"Men's Products",Watches,"Smart Watches"
"Men's Products",Watches,"Analog Watches"
"Men's Products",Watches,"Digital Watch"
"Men's Products","Sports & Outdoors",Helmet
"Men's Products","Sports & Outdoors",Badminton
"Men's Products","Sports & Outdoors",Jersey
"Men's Products","Sports & Outdoors",Football
"Men's Products","Sports & Outdoors",Bat
"Men's Products","Sports & Outdoors",Gym
"Men's Products","Sports & Outdoors",Outdoor
"Men's Products","Sports & Outdoors","Roller Skates"
"Men's Products","Sports & Outdoors","Knee Supperter"
"Men's Products","Sports & Outdoors",Guard
"Men's Products","Sports & Outdoors",Indoors
"Men's Products","Sports & Outdoors","TT Net"
"Men's Products","Sports & Outdoors",Gloves
"Men's Products","Sports & Outdoors","Skipping Rope"
"Men's Products","Sports & Outdoors","Twisting Disc"
"Men's Products","Sports & Outdoors","Push Up Bar"
"Men's Products","Sports & Outdoors","Gym Belt"
"Men's Products","Sports & Outdoors","Skate Board"
"Men's Products","Sports & Outdoors","Waist Belt"
"Men's Products","Sports & Outdoors","Ankle Supporter"
"Men's Products","Sports & Outdoors","Dirt Target"
"Men's Products","Sports & Outdoors","Tennis Ball"
"Men's Products","Sports & Outdoors",Basketball
"Men's Products","Sports & Outdoors","Table Tennis Bat"
"Men's Products","Sports & Outdoors",Net
"Men's Products","Sports & Outdoors",Grip
"Men's Products","Sports & Outdoors",Cork
"Men's Products",Jewellery,"Bangles & Bracelets"
"Women's Products",Clothing,"Salwar Kameez: Unstiched Kameez"
"Women's Products",Clothing,"Salwar Kameez: Tunics"
"Women's Products",Clothing,"Salwar Kameez: Kurtis"
"Women's Products",Clothing,"Salwar Kameez: Un-stitched Than"
"Women's Products",Clothing,Saree
"Women's Products",Clothing,Scarves
"Women's Products",Clothing,Hijabs
"Women's Products",Clothing,"Tops & T-Shirts: Full Sleeved"
"Women's Products",Clothing,"Tops & T-Shirts: Half Sleeved"
"Women's Products",Clothing,"Tops & T-Shirts: Sleeveless"
"Women's Products",Clothing,"Shirts: Full Sleeved"
"Women's Products",Clothing,"Shirts: Half Sleeved"
"Women's Products",Clothing,"Shirts: Sleeveless"
"Women's Products",Clothing,"Pants: Palazzo"
"Women's Products",Clothing,"Pants: Leggings"
"Women's Products",Clothing,"Pants: Pattiala"
"Women's Products",Clothing,"Pants: Inners"
"Women's Products",Clothing,"Innerwear/Underwear: Lingerie"
"Women's Products",Clothing,"Innerwear/Underwear: Night Dresses"
"Women's Products",Clothing,"Innerwear/Underwear: Corsets"
"Women's Products",Clothing,"Winterwear: Sweaters"
"Women's Products",Clothing,"Winterwear: Trench Coats"
"Women's Products",Clothing,"Winterwear: Jackets"
"Women's Products",Clothing,"Winterwear: Cardigan"
"Women's Products",Clothing,"Winterwear: Cape"
"Women's Products",Clothing,"Winterwear: Shrugs"
"Women's Products",Clothing,"Wedding Collection: Sari"
"Women's Products",Clothing,"Wedding Collection: Lehenga"
"Women's Products",Clothing,"Wedding Collection: Gowns"
"Women's Products",Clothing,"Dress: Long Dresses"
"Women's Products",Clothing,"Dress: Short Dresses"
"Women's Products",Clothing,"Dress: Party Dresses"
"Women's Products",Clothing,Curti
"Women's Products",Clothing,"Saree: Silk"
"Women's Products",Clothing,"Saree: Cotton Kota"
"Women's Products",Clothing,"Saree: Silk Cotton"
"Women's Products",Clothing,"Saree: Jamdani"
"Women's Products",Clothing,"Hijabs: Hijab Pins/Broches"
"Women's Products",Clothing,"Hijabs: Hijab Pins & Brooches"
"Women's Products",Clothing,"Hijabs: Casual"
"Women's Products",Clothing,"Hijabs: Pins & Brooches"
"Women's Products",Clothing,"Saree: Muslin Silk"
"Women's Products",Clothing,"Scarves & Wraps: Shawl"
"Women's Products",Clothing,"Tops: Koti"
"Women's Products",Clothing,"Saree: Cotton"
"Women's Products",Clothing,"Necklace: Necklace Set"
"Women's Products",Clothing,"Jewellery: Bridal Set"
"Women's Products",Clothing,"Bangles & Bracelets: Bangle"
"Women's Products",Clothing,"Salwar Kameez: Unstitched Kameez"
"Women's Products",Clothing,"Necklace: Floral Ornament"
"Women's Products",Clothing,"Necklace: Metal Nepali Ornaments"
"Women's Products",Clothing,"Salwar Kameez: Semi-Stiched Kameez"
"Women's Products",Clothing,"Jewellery: Jewellery Boxes"
"Women's Products",Clothing,Frocks
"Women's Products",Clothing,"Salwar Kameez: Stitched Salwar Kameez"
"Women's Products",Clothing,"Salwar Kameez: Stitched Kameez"
"Women's Products",Clothing,"Salwar Kameez: Semistitched"
"Women's Products",Clothing,"Salwar Kameez: Unstitched"
"Women's Products",Clothing,"Gown: Unstitched"
"Women's Products",Clothing,"Salwar Kammez: Stitched Kameez"
"Women's Products",Clothing,"Salwar Kammez: Stitched Salwar Kameez"
"Women's Products",Clothing,"Kameez: Unstiched Kameez"
"Women's Products",Clothing,Tops
"Women's Products",Clothing,"Salwar Kameez: Unstiched"
"Women's Products",Clothing,"Salwar Kameez: Three Piece"
"Women's Products",Clothing,Gowns
"Women's Products",Clothing,"Salwar Kameez: Lawns"
"Women's Products",Clothing,"Pants: Jeans"
"Women's Products",Clothing,"T-Shirt: Long T-Shirts"
"Women's Products",Clothing,"Pants: Jeggings"
"Women's Products",Clothing,"Tops: Crop Tops"
"Women's Products",Clothing,"Tops: Off-Shoulder Tops"
"Women's Products",Clothing,"Skirts: Mini"
"Women's Products",Clothing,"T-Shirt: Round Neck"
"Women's Products",Clothing,"Kameez: Unstitched Kameez"
"Women's Products",Clothing,"Kameez: Embroidery Unstitched Kameez"
"Women's Products",Clothing,"Dress: Carrie Dresses"
"Women's Products",Clothing,Kimonos
"Women's Products",Clothing,"Wrap Dresses"
"Women's Products",Clothing,"Analog Watches"
"Women's Products",Clothing,"Ripped Overall"
"Women's Products",Clothing,"Long Shirts"
"Women's Products",Clothing,"Contact Lenses"
"Women's Products",Clothing,
"Women's Products",Clothing,"Stitched Kurtis"
"Women's Products",Clothing,Ponchos
"Women's Products",Clothing,"Tulip Pants"
"Women's Products",Clothing,Kimonos
"Women's Products",Clothing,Tops
"Women's Products",Clothing,Shirt
"Women's Products",Clothing,Pants
"Women's Products",Clothing,Outerwear
"Women's Products",Clothing,"Pants: Formal"
"Women's Products",Clothing,"Formal Dresses"
"Women's Products",Clothing,"One Pieces"
"Women's Products",Clothing,"Two Pieces"
"Women's Products",Clothing,Kurtis
"Women's Products",Clothing,Kotis
"Women's Products",Clothing,"Cotton Sarees"
"Women's Products",Clothing,"Muslins Sarees"
"Women's Products",Clothing,"Silk Sarees"
"Women's Products",Clothing,"Chunri Sarees"
"Women's Products",Clothing,"Katan Sarees"
"Women's Products",Clothing,Skirts
"Women's Products",Clothing,Shirts
"Women's Products",Clothing,"One Pieces"
"Women's Products",Clothing,Coaties
"Women's Products",Clothing,Shrugs
"Women's Products",Clothing,"Kameez: Unstitched"
"Women's Products",Clothing,"Long Kotis"
"Women's Products",Clothing,Kaftans
"Women's Products",Clothing,"Tops: Full Sleeved"
"Women's Products",Clothing,"Tops: Half Sleeved"
"Women's Products",Clothing,Top
"Women's Products",Clothing,"Pants: Trouser"
"Women's Products",Clothing,"T-Shirts: Half Sleeved"
"Women's Products",Clothing,Sweatshirts
"Women's Products",Clothing,Blazer
"Women's Products",Clothing,Jumpsuit
"Women's Products",Accessories,"Caps & Hats"
"Women's Products",Accessories,Chokers
"Women's Products",Accessories,Belts
"Women's Products",Accessories,"Scarfs & Wraps"
"Women's Products",Accessories,"Gloves & Mittens"
"Women's Products",Accessories,Earmuffs
"Women's Products",Accessories,Socks
"Women's Products",Accessories,Shawls
"Women's Products",Accessories,"Bags: Handbags"
"Women's Products",Accessories,"Bags: Wallets & Clutches"
"Women's Products",Accessories,"Bags: Backpacks"
"Women's Products",Accessories,"Bags: Slingbags"
"Women's Products",Accessories,"Bags: Purses And Potlis"
"Women's Products",Accessories,"Bags: Travel Bags"
"Women's Products",Accessories,"Bags: Totes"
"Women's Products",Accessories,"Eyewear: Spectacles"
"Women's Products",Accessories,"Eyewear: Sunglasses"
"Women's Products",Accessories,"Eyewear: Optical Lenses"
"Women's Products",Accessories,"Eyewear: Frames"
"Women's Products",Accessories,"Wallets: Classic Bifold"
"Women's Products",Accessories,"Hijabs: Casual"
"Women's Products",Accessories,"Bags & Backpacks: Backpacks"
"Women's Products",Accessories,"Binde Bag"
"Women's Products",Accessories,"Binder Bag"
"Women's Products",Accessories,"Tote Bags"
"Women's Products",Accessories,Top
"Women's Products",Accessories,"Bags: Purse"
"Women's Products",Accessories,"Bags: Wallet"
"Women's Products",Accessories,Earrings
"Women's Products",Accessories,"Hijab brooches"
"Women's Products",Accessories,Jewellery
"Women's Products",Accessories,jewelry
"Women's Products",Accessories,Jewelary
"Women's Products",Accessories,"Selfie Ring Light"
"Women's Products",Accessories,Sunglass
"Women's Products",Footwear,Heels
"Women's Products",Footwear,Sandals
"Women's Products",Footwear,"Flat Shoes"
"Women's Products",Footwear,"Formal Shoes"
"Women's Products",Footwear,"Pump Shoes"
"Women's Products",Footwear,Sponges
"Women's Products",Footwear,Top
"Women's Products",Footwear,Loafers
"Women's Products",Footwear,Slippers
"Women's Products",Perfumes,Perfumes
"Women's Products",Perfumes,"Deodrant: Roll On"
"Women's Products",Perfumes,"Deodrant: Body Spray"
"Women's Products",Perfumes,Colognes
